default,fronto-parietal,fronto-parietal,default,default,default,default,cingulo-opercular,fronto-parietal,fronto-parietal,default,fronto-parietal,default,default,default,fronto-parietal,default,cingulo-opercular,cingulo-opercular,default,fronto-parietal,fronto-parietal,fronto-parietal,fronto-parietal,cingulo-opercular,cingulo-opercular,cingulo-opercular,cingulo-opercular,fronto-parietal,cingulo-opercular,cingulo-opercular,cingulo-opercular,fronto-parietal,fronto-parietal,cingulo-opercular,cingulo-opercular,cingulo-opercular,cingulo-opercular,cingulo-opercular,cingulo-opercular,cingulo-opercular,cingulo-opercular,cingulo-opercular,default,cingulo-opercular,default,default,cingulo-opercular,cingulo-opercular,cingulo-opercular,cingulo-opercular,default,default,cingulo-opercular,fronto-parietal,cingulo-opercular,default,default,default,default,default,cingulo-opercular,fronto-parietal,cingulo-opercular,cerebellum,fronto-parietal,cingulo-opercular,fronto-parietal,cingulo-opercular,cingulo-opercular,fronto-parietal,default,fronto-parietal,default,cerebellum,cerebellum,default,default,cerebellum,fronto-parietal,default,fronto-parietal,default,cerebellum,cerebellum,cerebellum,default,cingulo-opercular,cerebellum,cerebellum,cerebellum,cerebellum,default,default,default,default,cerebellum,cerebellum,default,cerebellum,cerebellum,default,cerebellum,cerebellum,cerebellum
35.88657761,69.30574036,38.70396805,64.17003632,40.34248734,347.4559326,424.8283691,221.0776825,430.3405762,47.12936401,486.1255798,655.614502,581.598938,728.1326294,594.5109863,453.2557983,90.08435822,657.5354614,697.31427,47.99705505,672.581543,637.8979492,66.49216461,44.34889603,680.6469727,592.1333008,746.777771,705.7716675,714.9709473,681.894043,671.4476318,645.6771851,671.272644,421.8022461,657.7527466,707.0546265,571.4285278,664.9267578,614.3240967,661.944458,969.1795044,643.7333374,827.4851074,770.3135986,687.3608398,315.5033264,672.1402588,776.9439697,759.2020264,649.1867676,609.836792,609.2355347,600.6953125,644.2966919,717.7998047,658.6661377,689.4752197,465.9351501,661.0656128,725.5844116,653.5940552,645.1725464,664.2296753,563.2989502,275.9758301,668.0196533,611.9321899,538.2296753,669.3458862,326.5518799,409.6190491,698.2582397,618.8835449,802.208374,644.5254517,285.5504761,555.5610962,647.8269043,373.4699707,724.3656616,716.3308105,608.7918701,613.3120728,710.2771606,683.5421143,638.4100342,569.2486572,593.5164795,732.0601196,701.3431396,675.0391846,691.4935303,700.4824219,636.131897,608.914978,632.2477417,676.6539917,676.6595459,635.2954102,764.7684937,723.8394775,670.6401367,681.9247437,584.1656494,600.3446045
35.70438385,70.21157837,37.8583107,64.53045654,38.64645386,344.9072571,418.0218201,222.9897766,427.1069641,46.20832825,489.1660156,656.4592285,575.807312,729.9627075,594.6065674,460.9320984,92.31629181,655.972168,698.3946533,47.22639084,674.0974731,641.3746948,64.97626495,43.01511383,681.8048706,593.4682007,743.9458008,700.8947754,714.501709,680.0375977,675.0719604,644.8614502,669.6831665,425.4670715,656.6470947,704.0525513,574.0012817,662.8319702,616.7540283,660.0997925,974.102478,639.6307983,824.7816772,767.0620117,683.2935791,316.6830139,675.0734863,777.2915039,759.6340332,648.2921753,610.0667114,607.1123657,599.7681274,642.3505859,712.156189,659.1425171,687.5095215,464.8611145,659.7543335,726.2088623,654.796814,645.6149292,664.4914551,566.1465454,278.6372986,665.9058838,611.3925171,537.7103882,672.5065308,327.8837585,413.1663208,697.5665283,621.0064087,801.0383301,640.2106323,287.2347107,557.2548218,646.0375977,373.7107849,725.5778809,717.4302368,608.8093872,613.9005737,704.5032349,683.7351685,637.1921997,568.93396,596.40271,729.6960449,695.6871948,670.1565552,688.3527222,700.0604248,635.2793579,605.0986328,631.6066284,674.0814819,675.7350464,633.8881226,763.7825928,723.6937866,668.274231,679.3756714,584.0196533,599.085022
36.39850616,71.69117737,37.89141846,64.38380432,41.35417557,349.3928833,422.3344116,221.6753235,435.8591309,46.69339371,493.8820496,657.3856201,576.1026001,731.9332275,594.6709595,460.2792969,91.90805817,656.4116211,699.4345093,48.57936859,670.6507568,640.7449951,65.66400146,42.99320984,682.1057129,593.9828491,739.088623,702.4155884,712.2501831,678.7300415,671.2857666,644.921936,667.12323,423.5232239,658.010376,703.5286865,574.038269,660.5760498,614.4257813,660.5822144,977.3393555,637.8025513,827.8905029,767.2357178,683.2200317,315.2671509,674.2830811,773.7504272,758.6314087,650.105896,609.0349731,607.6768188,598.8133545,641.3824463,715.0224609,655.6705322,687.8770752,463.1155396,657.5307007,725.4867554,659.4151001,644.3946533,663.7692261,564.8302002,278.4510498,664.9303589,612.6540527,536.0836792,672.2637939,327.8343811,414.1621704,700.465332,620.5158691,800.102417,643.812561,288.8713684,553.6316528,647.098938,376.0594788,725.4755859,715.8498535,608.369812,615.2719727,705.7902222,681.9529419,636.6087036,570.9231567,592.4806519,727.8334351,695.7162476,671.7182007,689.9154053,703.3286133,635.2356567,607.1419678,633.5953369,674.7321777,676.468689,633.8599243,765.4158325,721.3718262,670.6472168,678.6602783,580.907959,590.2315063
36.63962936,69.61473846,36.79766846,64.32878113,41.47309113,348.4434814,426.2141724,222.6832275,446.2219849,46.67652512,494.9557495,658.2329102,578.2071533,726.4396362,594.2630615,462.9053345,90.44831848,657.3431396,697.7879028,46.86322021,672.0558472,643.4862061,65.9311676,45.1334343,682.7402344,594.006897,741.1416016,699.2168579,716.357605,680.812561,669.7178345,644.0638428,667.8422852,425.2224731,655.1049805,702.1964722,572.1744995,663.3741455,615.2998047,660.8862915,978.6939697,640.5281372,824.5239258,767.2055054,675.4469604,315.8851929,672.1104126,774.2879639,755.6362305,648.2976074,610.4702148,606.2915039,598.8674927,643.6039429,716.3235474,657.546936,688.0036621,463.0592041,657.5306396,723.5531616,655.6600342,642.711731,662.1383057,563.0317383,278.217865,666.338562,613.7868652,534.7588501,669.2477417,326.3144836,408.8960266,699.1271973,618.1196289,800.1071777,647.1948242,286.6853638,555.6813354,647.3607178,374.4979553,723.6203003,713.4957886,608.4515991,614.6677246,712.1456909,687.5197144,638.6900635,567.5978394,593.1427612,730.5575562,700.1484985,670.8065796,694.5328979,704.6876221,635.6152344,609.0732422,630.946106,678.1672974,677.472229,635.0769653,764.0614624,723.8873901,669.9156494,681.9848022,585.5848389,600.9678345
35.77851868,71.07608032,36.44102859,66.15548706,40.16267014,348.4268799,421.0853271,221.4593506,447.1179504,45.97573471,496.4118042,662.128418,577.3689575,725.9453735,593.2289429,465.4573975,91.39528656,658.006897,694.482605,47.38819504,669.6135864,641.2753906,65.18611145,44.22179413,686.7077026,593.956543,745.022522,707.6345215,712.6008911,681.9174194,665.8684692,647.2269287,666.0787354,426.4000854,656.0838013,701.0664063,572.3036499,665.5355225,617.9093628,663.4753418,977.5836792,643.5471191,827.0063477,769.2952271,683.4260254,315.971405,670.2564087,777.1209106,758.4539185,650.6887817,610.2477417,605.5554199,597.3453979,645.0892334,721.7224121,657.604248,689.9793091,465.1226807,660.0925903,722.2885742,655.4812012,647.5060425,665.2310791,563.6621094,281.864502,667.2454834,612.0697021,534.1617432,669.1809082,328.5094604,405.6264343,696.1616211,618.6520386,799.1254272,645.9932861,291.1753845,553.5669556,647.2072144,374.6856384,724.3936157,715.552124,606.8376465,615.1674805,712.3087158,688.0759277,639.0569458,564.8724976,592.9433594,730.9428711,704.2195435,673.0108032,690.2783203,697.9793701,634.9591675,606.3010864,634.4379883,674.1173706,676.052124,632.5656128,761.8876953,725.8883667,668.3364258,681.3933716,582.9777222,596.8607788
36.44389725,67.62483215,38.39216614,65.07327271,40.66428757,353.9150696,425.4154053,219.1599731,433.9661865,49.55892181,489.7919006,652.338562,582.5524292,721.9490356,590.175293,463.2961426,89.91368866,655.4190063,695.9350586,47.64717484,671.8275146,639.0216675,64.71002197,43.14229202,682.7335815,594.7151489,741.595459,706.607605,714.4470825,684.4536133,668.2216797,648.1094971,668.7036743,423.3177795,656.8249512,702.6671143,569.5557861,662.7848511,616.7163086,662.0647583,974.319397,640.8579712,824.9745483,765.5285034,686.7948608,318.4786682,669.161499,777.9828491,757.5499878,649.9925537,610.6223145,607.204834,600.371582,643.8597412,717.4215088,660.6036377,688.0426636,464.1824646,661.1687622,725.40979,654.4944458,646.0526123,664.2598267,562.4343262,281.3820801,665.4568481,614.215332,533.0952148,669.7022095,325.6314392,404.691803,696.8083496,621.2728271,800.2669678,640.5974121,284.3164673,557.7525024,645.1712646,367.8620605,721.6506348,717.7763062,608.3331909,613.7174683,710.0023193,679.2298584,635.1183472,563.4072266,589.7651367,726.1300049,698.7053833,669.074585,685.2272339,699.2599487,630.7334595,604.9769897,636.2496338,671.9945679,674.246521,631.3336182,765.7211914,722.0105591,670.8236694,677.1248779,579.7495117,596.3604126
36.37254715,69.72019196,38.78731537,64.98384094,42.70347214,346.6699829,417.0403137,219.6311493,421.0369873,47.59607697,483.1143188,649.9663696,577.3804321,724.2399292,591.4019775,457.2036438,90.63607025,652.7739868,697.3676147,48.18100739,670.4997559,636.793457,65.72698975,43.47618484,682.0848389,595.2368164,736.9129028,702.9703979,714.1844482,681.0592041,670.817688,645.9383545,664.8097534,424.907196,655.1047974,703.4291992,570.791687,659.7970581,616.196228,659.9237061,979.9187622,637.74823,824.6940918,773.7965698,681.6100464,314.6375427,671.1283569,777.8109741,760.3338623,648.9724731,609.9520874,607.0591431,598.5744629,641.3380737,712.9017944,660.4515991,686.2947998,463.9341125,658.5333252,725.9730225,653.8604126,645.6731567,666.2531738,565.2322998,280.2243347,664.7299805,613.6392212,534.1956177,669.8830566,327.3540039,408.521698,696.5061646,622.8334961,799.2081299,640.7000122,288.1429138,556.3449707,647.0588379,370.2658691,722.5650024,716.232666,608.7007446,615.4688721,699.9494019,682.2866211,638.5934448,569.0688477,592.1902466,725.5336304,695.0209961,670.3914795,685.3084106,702.8039551,630.7061157,604.671814,633.5314331,668.6627197,674.9584351,633.9272461,765.1902466,726.0363159,670.5942383,677.8587646,579.260437,592.7319336
35.07407379,70.74731445,37.61500549,64.33860779,41.00850677,353.1174622,418.7471924,218.7519989,422.8869934,44.93001556,487.7348328,651.0220947,578.6317139,725.5952759,593.0505371,454.5747375,89.97509766,653.8255615,696.0509644,48.45286942,669.5432739,637.6519165,64.37620544,43.40584946,679.4827881,592.3982544,736.168396,704.8614502,711.8028564,679.6017456,668.4030151,645.6279907,666.6802979,422.1185913,655.3233643,701.3358154,569.4842529,662.8787231,615.7468262,661.9118042,977.159729,638.5778809,825.4406128,774.2941284,687.3234863,315.2888184,675.0761719,777.4143066,761.1610718,646.8435059,609.0040894,606.840271,600.34198,641.8342285,715.3259888,660.0154419,688.4035034,463.6306458,659.697876,726.6643066,660.050354,646.4921875,664.9326782,568.953125,279.2938538,666.4221802,614.0916138,534.6670532,672.6397095,327.5958252,411.6972351,697.4432983,621.5618896,801.751709,639.8511963,288.1858826,558.2633667,647.7470093,370.3934021,725.6189575,719.5559082,610.3340454,613.3468018,706.079895,681.0368652,638.425415,565.7940063,596.47229,728.5257568,695.5258789,667.916748,688.0414429,706.2893677,633.670166,605.8911133,633.7216797,674.918396,675.065979,636.8995972,767.2949219,724.9023438,672.6332397,675.7440186,576.104126,592.8132324
36.39835358,69.71115112,37.35261536,65.5335083,40.52202225,349.8720398,422.5664978,221.2706299,427.3902893,46.60557175,489.4942932,654.4788208,575.5331421,721.3964233,592.7849731,459.7147827,91.23926544,655.5820313,694.9620972,48.81847763,670.3999023,642.9050293,65.37831116,43.88059998,680.9614868,594.0235596,736.5180664,700.5450439,716.4830933,680.5670776,667.4841309,646.8787231,666.0336304,422.6739197,656.2402954,701.9551392,566.0076904,667.0288086,616.3302612,661.8307495,981.2072144,642.2752075,822.5638428,771.3433228,683.2518921,313.9203796,671.8303833,776.1635742,757.0668945,648.454834,609.5835571,605.609314,599.8286133,646.4776611,718.4951782,659.9377441,690.5369263,463.0012207,657.3344116,724.1259766,655.8800659,644.8024292,665.2263184,564.8709106,280.8729858,670.4143066,610.5508423,536.9296265,671.1244507,327.5570984,407.6399536,698.0291138,620.4058838,799.4088745,643.3650513,290.0122986,557.491333,650.7242432,372.0874634,723.5209961,715.4036865,611.6625366,613.4871216,708.8508301,682.4865112,639.4530029,565.8273926,594.2039185,730.9110107,703.5080566,674.449585,686.6435547,708.418457,634.7614136,605.4594727,634.4883423,677.6447144,677.74823,636.9165649,767.2908936,730.5041504,672.6700439,677.8436279,583.4385986,597.8117065
35.92284393,69.56413269,37.74947739,63.92564011,40.27862549,346.7428894,427.0057373,222.5564575,432.3179932,46.97185898,486.6117249,654.9845581,584.3257446,722.2276001,590.6879272,457.8897095,92.51545715,654.9175415,692.9295654,48.21500778,670.5293579,640.6143799,66.27442169,43.56430817,683.0524902,593.1456299,741.8218994,705.7093506,716.977417,685.7651367,671.9827881,642.0296021,667.8789673,421.9073181,655.2984619,701.9547119,569.2218018,664.1988525,615.4152832,662.6048584,981.5471802,640.09021,822.3305664,767.1467896,685.4438477,314.9564209,669.604187,777.2568359,758.3849487,651.8076172,609.2855835,611.0237427,599.6867676,648.9631348,718.1782227,656.7529297,687.7160034,466.2417908,662.711853,722.9456177,654.2887573,645.383606,665.6461792,560.8099365,278.9339905,668.2858276,612.8635254,537.282959,668.4844971,325.818573,409.1329346,701.8555298,619.1456909,799.4807739,646.62677,287.3448792,554.5519409,647.9968872,375.9006958,723.432373,717.4078369,610.1598511,615.7127075,712.7070923,683.4740601,638.5823975,567.9190674,589.7299805,732.0413208,702.0964966,673.1772461,695.9619141,707.1396484,635.1300659,606.4686279,635.6790161,676.2488403,676.2744751,636.7391968,762.5447388,726.8253784,678.4057617,683.1195068,584.1347046,594.8364868
