#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#33,#34,#36,#38,#39,#40,#44,#47,#57,#58,#59,#61,#63,#71,#72,#73,#76,#78,#80,#81,#84,#85,#87,#88,#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100,#101,#102,#103,#104,#105,#107,#108,#109,#110,#111,#112,#113,#114,#115,#116,#117,#120,#121,#122,#124,#125,#127,#128,#130,#131,#132,#134,#136,#137,#138,#140,#141,#143,#144,#146,#150,#151,#155
254940.390625,302649.03125,129556.8828125,185239.34375,119713.078125,1068199.125,1056545.875,707076.75,1083959.25,105906.9375,1063352.25,1130318.0,1189461.625,1189788.5,1045507.5625,918473.8125,460540.84375,964531.375,1005451.25,65442.2421875,986740.8125,1066792.375,88141.375,75280.6015625,1044498.0,964343.875,1114047.625,983320.8125,1146437.625,1025452.0,970058.125,831736.3125,984265.5625,454481.0,1050336.375,1154392.375,492147.9375,1056916.5,952114.5,993749.5625,1146700.0,943625.5,1159765.0,1237231.0,890397.875,346893.1875,907148.125,1150883.875,1107451.875,860967.5,952657.875,901644.3125,909053.25,996292.9375,987623.5625,1059680.75,879667.375,349567.84375,971370.9375,1029538.4375,919777.5625,990837.25,1100302.875,800173.8125,935079.375,1041372.1875,975578.3125,637360.4375,1009909.6875,409390.5,610891.5,1012704.9375,965353.6875,1118258.625,1010005.5,366546.0,821043.1875,944130.5,1026116.625,1086310.375,1016605.0,995863.5625,1037380.8125,1047179.6875,1049616.375,1127357.375,994310.1875,990446.8125,1075615.375,1187097.125,1101423.5,973841.6875,1099659.0,1077991.625,947091.4375,997672.8125,1023948.0,1153733.75,924233.5,1127322.375,1175517.875,1105423.375,1120221.625,1043018.9375,1137437.25
251515.15625,301883.125,127930.75,178846.875,118098.0390625,1068600.25,1058877.25,705174.5,1086111.875,103917.1875,1068542.0,1140733.875,1194737.375,1195256.375,1052747.375,916136.3125,453577.71875,966416.4375,1003472.1875,65717.3515625,988699.25,1066771.375,87834.03125,76162.421875,1046187.5625,957711.8125,1131815.875,986434.125,1145229.625,1031531.25,971114.0,836731.75,979834.9375,457239.40625,1056595.125,1151014.5,488097.46875,1074461.5,963104.0,1006231.1875,1151162.5,954503.0625,1176985.75,1246729.5,896484.0,346236.4375,956223.5,1165378.0,1112911.375,884782.625,951057.6875,904210.75,914628.25,1002200.9375,992617.1875,1057038.75,892854.125,351890.84375,977816.9375,1036160.1875,926897.5,998570.4375,1108017.625,799342.3125,942739.375,1042660.0,972695.6875,643464.5,1015170.8125,409186.53125,615959.25,1017980.1875,963603.1875,1109494.375,1019152.75,360751.46875,826943.375,941966.125,1029447.5,1088148.375,1023353.25,1000977.0625,1063279.0,1051029.0,1049530.125,1119883.25,998035.8125,1000169.5,1068548.375,1186038.375,1090866.25,973182.3125,1104559.375,1085505.375,940588.9375,997152.9375,1016807.875,1151680.875,918265.8125,1135583.375,1183348.625,1108901.125,1126669.25,1042152.3125,1144249.625
253784.6875,307003.15625,127767.5546875,182707.75,120506.4765625,1069305.0,1054763.5,704065.4375,1074933.0,104956.1953125,1070391.875,1132922.375,1200380.375,1185832.25,1047874.8125,917192.3125,456955.84375,963763.5,1001018.625,63598.17578125,985817.5625,1063219.375,89565.7578125,76499.3828125,1044691.375,957416.125,1123536.125,982946.4375,1145433.375,1028116.1875,975555.0625,827224.8125,976871.25,458770.09375,1049224.625,1147354.625,484830.375,1058126.5,962431.375,997350.9375,1129020.75,941289.375,1162450.375,1247053.0,882812.5,346757.4375,929707.8125,1148228.25,1096096.375,870651.8125,951896.4375,899170.3125,905890.5,999420.125,988386.3125,1053329.125,884524.5,350186.1875,979573.25,1020907.8125,938545.375,993878.625,1099881.25,796633.0625,937066.3125,1038563.5,970377.0625,634410.25,1010053.8125,408740.65625,608257.0,1021093.5625,962326.0,1099610.125,1014605.5625,363186.75,822675.0,940777.6875,1031553.8125,1086861.125,1018125.5625,997211.5625,1046789.875,1052900.875,1042623.5625,1124931.0,991771.375,984985.6875,1068850.5,1179677.25,1087968.25,967575.6875,1104808.75,1079408.0,944080.625,996791.1875,1010844.75,1155741.625,921507.5,1121460.875,1164904.5,1096366.75,1120036.375,1038746.1875,1131980.375
254335.625,300331.40625,127201.4765625,183537.90625,115929.8125,1070038.25,1059235.625,704426.625,1081490.25,105691.8125,1063018.125,1128069.0,1195930.5,1189203.375,1051028.375,913870.75,454609.8125,965036.625,1002664.625,64291.11328125,991504.1875,1065754.375,88618.7890625,77553.1484375,1046097.25,955334.9375,1135418.5,982883.875,1147789.0,1025168.125,970223.1875,832183.875,976645.0625,456942.375,1060314.75,1150546.375,494597.21875,1068781.5,960053.5625,1007792.1875,1152031.875,957464.0,1180531.0,1241536.0,889541.0625,347456.3125,949611.25,1168289.0,1121306.0,876612.1875,952330.4375,919602.3125,914417.5,1004129.5,992340.9375,1054933.625,886462.1875,350704.40625,978768.0,1024237.5,920487.1875,996248.75,1103796.625,804427.9375,940534.9375,1045249.625,972832.0,652635.9375,1011606.0,411260.40625,617902.8125,1015719.375,965270.625,1106609.0,1013783.5625,361395.34375,821714.8125,937994.0625,1028507.5,1087807.75,1025265.6875,996340.5,1051473.0,1056017.25,1048497.25,1120848.375,996014.125,995844.4375,1069204.875,1186955.25,1097843.375,973644.625,1103005.0,1081693.375,941754.9375,994936.8125,1019542.9375,1154239.125,921338.0,1136856.25,1178163.5,1105381.625,1125851.0,1045238.1875,1145171.0
249729.265625,298610.5,131369.875,181857.203125,116949.0546875,1065594.375,1054491.875,701815.4375,1088213.375,106561.6484375,1059673.625,1131011.75,1191673.125,1189110.5,1051744.75,919090.5,450358.0625,964550.5,1000576.625,64806.5859375,989169.6875,1069068.0,89108.453125,75308.234375,1048561.1875,960463.1875,1124689.875,987206.875,1150665.25,1028213.25,970023.5,826652.625,983584.0,456452.625,1056112.0,1149061.5,492200.0,1069853.0,961356.8125,1005784.3125,1137302.0,952923.5,1165384.375,1247929.75,886419.375,346013.8125,912079.5625,1159485.125,1111595.125,870692.1875,950922.625,893213.0625,909721.5625,1000477.6875,991501.375,1056275.125,883761.5,349161.96875,981252.3125,1035024.5625,925345.8125,992873.1875,1104116.875,805408.75,939200.4375,1044222.5,967257.1875,639470.375,1012945.25,408858.59375,616262.4375,1010008.9375,967706.1875,1115190.25,1013415.25,362779.6875,823334.5625,939561.875,1033585.0625,1086758.25,1026492.0,998510.75,1051154.0,1045581.25,1042049.8125,1121977.875,990910.125,990658.0,1059785.375,1179565.625,1095734.0,976088.4375,1101784.0,1076272.375,943021.875,992065.6875,1004428.125,1153954.0,916604.1875,1125202.25,1173178.75,1095968.0,1122444.375,1041865.375,1141048.0
248659.703125,304219.34375,128757.5546875,180594.15625,118959.9375,1062596.375,1057153.375,703467.75,1083466.125,105352.171875,1061953.75,1136547.0,1186770.0,1186699.0,1047182.3125,918793.0625,461162.5625,964120.75,996429.375,64548.68359375,987869.375,1070666.75,87783.265625,76029.09375,1045015.25,956533.1875,1121253.625,986073.375,1156722.625,1031016.5,972844.5,821728.625,983999.6875,460918.9375,1053197.375,1154579.5,484153.09375,1073882.125,962552.0,1007834.125,1163024.625,959606.5,1165414.125,1243768.25,904732.5,348876.75,948921.0625,1163479.375,1119735.625,879865.875,952233.8125,909996.625,915276.1875,1004508.125,993122.0,1054735.5,890798.4375,352389.25,977717.1875,1036065.375,932344.625,995785.8125,1111796.875,807497.1875,934835.25,1043827.75,971761.875,645375.5625,1012992.4375,410232.90625,620847.8125,1016955.5625,967857.25,1111481.75,1012465.5625,358613.875,823397.8125,940538.0,1027724.8125,1094525.125,1021787.5625,1000388.1875,1061029.0,1053323.625,1045753.5,1124257.375,997178.125,992702.1875,1070510.875,1186120.375,1098879.0,971902.625,1106740.625,1086669.625,941922.875,998477.375,1022762.8125,1156527.375,919509.6875,1136762.375,1178461.625,1096864.5,1128322.875,1042026.4375,1139483.0
250826.5,301112.40625,127281.0625,177063.421875,117344.421875,1056141.25,1057490.25,694794.125,1075098.125,106417.3359375,1056532.875,1128160.875,1191967.125,1181427.625,1038382.3125,914696.4375,455819.59375,965236.4375,998067.8125,65129.828125,987405.25,1064360.75,86411.1484375,75842.6796875,1043166.1875,961366.9375,1115207.25,982489.25,1154461.5,1035802.8125,966530.3125,823278.6875,980262.125,457070.78125,1050508.625,1159766.375,482643.3125,1064225.125,956134.75,998004.1875,1139865.875,944491.875,1174731.875,1247256.75,892958.125,344456.4375,942729.5625,1155773.75,1111535.75,877869.875,946249.5625,909075.0625,914672.75,998748.5,990851.8125,1052555.75,885207.8125,349498.71875,980939.875,1021211.8125,918701.5625,989630.4375,1098951.375,807234.6875,942409.1875,1041446.8125,968889.5625,647189.1875,1015883.8125,407320.34375,621373.125,1021167.0625,967247.25,1103754.5,1018893.375,364892.90625,820708.125,938684.0,1028451.1875,1093682.125,1015707.4375,1000221.0625,1051879.625,1055495.625,1053844.75,1120630.0,995958.1875,988940.4375,1073578.5,1185194.25,1098701.875,971776.4375,1108210.875,1084707.0,943830.125,994531.5,1013746.625,1153118.75,917114.4375,1124825.625,1178353.5,1093979.75,1119164.0,1041541.5,1143818.25
248377.03125,303347.5,128192.34375,178510.171875,115999.6875,1060234.375,1055081.75,698399.9375,1082889.625,105322.1796875,1053588.875,1129371.5,1190555.0,1187160.625,1046384.9375,919256.9375,453692.78125,962750.9375,999922.9375,65110.36328125,989121.875,1069430.0,87457.0625,75849.4765625,1045892.4375,957864.5,1121351.0,983853.375,1156751.25,1033630.1875,974252.0,833221.6875,984846.8125,458200.15625,1051215.625,1158999.25,479871.3125,1058238.375,960958.3125,999304.125,1147179.125,943886.8125,1169731.25,1241660.625,888297.1875,345549.40625,939689.5,1155348.25,1110084.375,876222.875,948737.5625,893173.6875,911771.1875,1004100.75,989636.4375,1058945.625,884268.5625,351821.9375,975066.1875,1046411.875,919999.5,990066.1875,1101305.5,803650.5,938593.5625,1039787.6875,976914.4375,634050.625,1013889.5,408166.21875,619786.5,1011862.125,959483.0625,1118606.75,1011402.75,351605.0625,824270.8125,942056.8125,1029411.5,1086529.125,1020865.0,994886.0,1050331.0,1047963.8125,1035437.5,1121640.375,996927.8125,988991.1875,1056332.375,1183063.625,1098123.625,965683.5,1096391.625,1082580.5,939812.3125,991547.6875,1001291.0625,1149359.125,915765.25,1119116.375,1170496.25,1094826.25,1114976.625,1027431.8125,1137597.25
251136.734375,308709.40625,127868.2890625,186486.984375,121033.015625,1069515.75,1054251.625,716047.0625,1094021.75,104111.9609375,1063756.375,1141655.75,1194851.875,1201094.75,1049399.75,927360.125,468545.125,964578.625,1002636.8125,65481.125,991564.4375,1073649.5,88907.0546875,77006.78125,1048581.875,959494.0,1130688.625,989696.4375,1161086.625,1031184.0,973124.3125,836947.375,982857.25,461090.625,1054429.0,1154135.125,484557.15625,1064570.375,964263.875,1003857.8125,1160053.625,949067.8125,1153908.0,1252496.25,904134.1875,346585.65625,935351.875,1151419.375,1114431.625,868207.9375,953034.5,887075.1875,915399.0625,1006556.75,1000065.1875,1055952.125,882612.5,352079.40625,972791.375,1035583.875,921720.9375,993262.8125,1104048.375,813546.9375,935728.125,1049122.25,975302.125,642950.5625,1015878.5,407935.6875,621377.625,1018058.4375,965495.5,1106261.625,1013046.125,359201.78125,821971.25,939721.375,1031416.5,1086081.5,1008595.0,999510.3125,1048014.1875,1049997.625,1042241.375,1126827.25,1000482.4375,990268.125,1069155.0,1188393.5,1094846.25,969442.125,1113954.875,1083253.375,944699.5,994554.0,1010267.1875,1154298.75,915889.8125,1127176.25,1170759.25,1103261.75,1120949.375,1035449.1875,1128111.625
250445.1875,302847.90625,126942.3046875,186262.875,117706.734375,1072576.5,1058516.375,715282.6875,1107124.875,105066.171875,1067054.125,1142120.375,1200056.375,1203418.0,1054160.375,926345.6875,457909.84375,967551.8125,1002840.125,65488.51171875,995119.25,1071779.25,88931.1875,76943.53125,1050512.375,962776.1875,1139268.625,990149.5,1156384.25,1031014.0,972871.5,840493.0625,984523.8125,460806.21875,1058459.75,1152445.75,492293.25,1071340.0,958965.375,1007674.5,1149299.25,952446.8125,1168516.375,1253926.875,894982.5,349639.5,970680.1875,1168464.875,1120424.5,889965.6875,953922.1875,911131.8125,914671.375,1006565.25,998256.125,1058243.125,888097.0625,350838.40625,980624.125,1047874.625,922966.0625,1000179.5625,1106163.875,810027.1875,936557.0625,1046734.75,974766.75,644352.1875,1015669.8125,413465.25,617797.5,1025537.3125,966092.125,1107209.75,1015985.375,365887.96875,818940.75,940812.625,1030001.5,1083702.25,1008592.6875,999202.3125,1060777.375,1050691.625,1050087.5,1138516.375,1002491.6875,994985.5,1072621.875,1201839.625,1105925.875,971176.4375,1119235.875,1085979.375,944889.5,996881.5,1018422.125,1161733.0,917342.625,1143149.5,1190378.75,1108802.25,1128210.0,1039396.8125,1145361.75
254863.421875,303927.25,129656.3828125,188172.15625,121266.1640625,1071333.0,1055083.625,717822.8125,1098010.375,106465.5390625,1062327.125,1138563.375,1196646.375,1196488.875,1061322.375,924933.6875,466891.84375,967232.625,1003133.4375,64823.80859375,992125.375,1064247.5,89448.84375,77146.4609375,1046731.375,962539.875,1121919.0,982776.0,1154242.125,1029003.1875,973462.0,837476.4375,981280.8125,460501.9375,1049333.0,1148696.75,487044.3125,1059760.375,959033.0625,999280.375,1157408.625,948008.4375,1149657.0,1238539.625,891925.0625,346878.59375,927392.5,1147575.625,1098498.625,876963.6875,950142.0,904950.125,910754.5,1003879.25,986771.5625,1049390.0,879771.0625,350669.71875,977643.6875,1011980.9375,934466.8125,995087.875,1098574.375,798110.625,934960.625,1038768.625,967686.75,628495.875,1009222.4375,407110.84375,613491.1875,1013992.8125,964605.875,1105347.25,1008135.25,368149.21875,822594.0625,939698.9375,1030985.8125,1082098.625,1019605.25,994959.875,1043311.6875,1043579.5,1040549.3125,1110638.875,996996.125,991826.75,1061964.625,1178521.0,1084842.5,977093.0625,1102906.0,1082103.375,943009.25,996757.25,1015961.5,1150755.375,915340.1875,1117541.625,1160511.625,1104329.5,1126223.0,1035360.9375,1127634.125
